"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US10011","ZCTA5 10011","29222","1342","5.2","1.3","3.7","1.2","4.7","1.2","3.9","1.5","5.9","1.8","7.8","1.8","7.9","1.8","14.0","2.2","12.1","2.3","34.9","2.9","139343","14488","220009","14477","28.2","(X)","(X)","(X)","(X)","(X)","8799","995","0.2","0.3","3.5","2.2","2.9","2.3","1.9","1.1","2.0","1.5","2.5","1.3","7.5","2.5","12.1","3.3","12.9","4.7","54.4","5.5","223464","45248","347593","33196","(X)","(X)","35.4","(X)","(X)","(X)","7114","949","0.0","0.5","0.9","1.4","2.3","2.6","2.2","1.4","0.9","1.1","1.2","0.9","7.0","2.8","10.1","3.3","13.4","5.7","62.0","5.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20423","1413","7.3","1.8","3.8","1.5","5.4","1.5","4.8","2.1","7.5","2.5","10.0","2.5","8.1","2.3","15.6","2.8","11.9","2.5","25.6","3.2","108881","6027","161429","13136","(X)","(X)","(X)","(X)","24.7","(X)",
"860Z200US10012","ZCTA5 10012","11964","857","8.7","3.5","1.5","0.7","4.6","1.9","3.5","1.5","4.6","1.8","13.2","3.6","6.5","1.9","18.5","4.0","9.7","2.4","29.3","3.5","117581","10760","194972","18773","33.1","(X)","(X)","(X)","(X)","(X)","3785","498","1.5","1.4","1.8","1.6","4.3","3.0","4.4","2.9","3.4","3.0","10.1","6.1","3.0","1.7","17.0","9.2","12.5","4.8","42.1","7.1","169583","27015","263200","39281","(X)","(X)","37.2","(X)","(X)","(X)","2993","423","0.8","1.3","1.7","1.8","4.2","3.4","1.7","1.1","2.3","2.8","7.2","6.2","3.7","2.1","17.4","10.0","12.0","5.0","48.8","8.2","195775","40437","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8179","747","12.2","4.9","1.3","0.7","4.7","2.0","3.5","1.8","4.9","2.3","14.9","4.6","8.2","2.8","19.1","4.4","7.8","2.4","23.5","4.4","100700","17587","161959","23410","(X)","(X)","(X)","(X)","30.9","(X)",
"860Z200US10013","ZCTA5 10013","12334","1182","3.8","1.5","5.2","1.7","3.7","1.3","3.7","1.5","4.4","1.6","10.3","3.5","7.5","2.1","14.1","2.8","10.4","3.0","36.9","5.5","137572","21050","335135","67735","36.0","(X)","(X)","(X)","(X)","(X)","6811","865","2.0","1.5","3.1","2.0","3.1","1.8","4.3","2.3","4.1","2.2","12.0","6.1","6.3","2.3","9.8","2.7","7.6","2.9","47.7","8.4","183029","66151","454343","116820","(X)","(X)","36.7","(X)","(X)","(X)","5602","865","0.6","0.6","1.8","1.7","3.2","2.0","3.3","2.0","3.4","2.2","11.1","7.2","3.2","1.7","8.9","3.2","7.1","3.5","57.3","9.6","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5523","648","6.2","2.6","7.8","3.2","4.6","2.3","3.0","1.7","4.7","1.8","9.1","2.9","9.6","4.2","18.2","4.5","13.5","6.5","23.3","5.4","109132","9105","186658","37600","(X)","(X)","(X)","(X)","33.8","(X)",
"860Z200US10014","ZCTA5 10014","17685","890","5.2","1.7","1.8","0.8","3.3","1.0","2.8","1.1","5.4","1.5","7.6","1.9","10.1","1.8","16.9","2.6","10.4","2.6","36.4","2.7","136559","13983","227995","16543","29.6","(X)","(X)","(X)","(X)","(X)","5015","521","0.5","0.7","1.4","1.6","0.3","0.5","1.2","1.2","2.6","1.4","8.0","4.0","6.1","2.8","16.4","4.4","6.0","2.3","57.5","5.3","250,000+","***","396621","49725","(X)","(X)","35.5","(X)","(X)","(X)","4076","504","0.0","0.9","0.7","0.9","0.4","0.7","1.2","1.4","1.6","1.4","8.4","4.6","3.3","1.9","14.7","5.1","6.9","2.7","62.8","5.9","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12670","924","7.3","2.4","2.0","0.9","4.6","1.4","3.4","1.5","6.5","2.0","7.4","2.2","11.9","2.3","17.4","3.4","12.0","3.5","27.7","3.3","112217","6966","159617","11396","(X)","(X)","(X)","(X)","27.0","(X)",
"860Z200US10016","ZCTA5 10016","30115","1450","5.4","1.5","2.3","0.8","4.7","2.2","3.9","1.1","3.6","1.1","6.9","1.5","10.2","2.0","16.3","2.3","13.2","1.8","33.4","3.0","136431","12756","198234","13021","28.0","(X)","(X)","(X)","(X)","(X)","9008","953","2.3","1.8","0.7","0.9","4.8","5.1","1.9","1.4","2.7","2.0","1.3","0.8","5.2","1.7","11.3","3.1","13.8","3.7","56.0","5.4","220090","17005","310939","31159","(X)","(X)","31.9","(X)","(X)","(X)","7301","778","2.0","1.8","0.0","0.1","1.7","1.4","1.1","1.0","3.2","2.6","1.5","0.9","4.7","1.4","9.6","3.2","14.0","3.6","62.2","5.5","230373","12715","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21107","1250","6.7","2.0","3.1","1.1","4.6","2.3","5.0","1.7","4.1","1.5","9.2","2.1","12.8","2.6","18.5","3.0","12.6","2.0","23.3","3.1","109311","8316","147721","9137","(X)","(X)","(X)","(X)","26.2","(X)",
"860Z200US10017","ZCTA5 10017","9471","759","4.7","2.6","1.3","1.5","1.9","1.6","8.9","4.7","2.7","1.4","10.1","3.3","8.4","2.7","17.4","5.1","13.8","4.0","31.0","5.2","136112","8861","195183","20580","22.9","(X)","(X)","(X)","(X)","(X)","2901","541","2.2","2.7","0.0","1.3","0.0","1.3","5.4","5.9","1.8","1.8","7.0","6.6","4.5","4.3","6.3","4.3","17.2","9.1","55.6","10.4","226632","62441","305241","53997","(X)","(X)","20.3","(X)","(X)","(X)","2422","498","2.7","3.2","0.0","1.5","0.0","1.5","0.0","1.5","1.4","1.7","3.1","4.9","5.4","5.1","6.9","4.9","16.7","10.5","63.9","11.8","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6570","792","5.8","3.4","1.9","2.1","2.7","2.3","10.4","6.1","3.0","1.9","11.4","3.9","10.1","3.5","22.3","6.5","12.3","3.9","20.1","4.6","112676","15548","146587","14556","(X)","(X)","(X)","(X)","24.1","(X)",
"860Z200US10018","ZCTA5 10018","4535","348","5.8","2.6","3.6","2.5","5.7","3.0","2.9","1.7","8.0","4.6","4.9","2.3","10.2","3.6","14.1","4.0","11.5","3.8","33.2","4.8","130457","24262","188857","20916","25.8","(X)","(X)","(X)","(X)","(X)","1455","312","3.4","4.0","0.6","1.1","3.4","3.0","3.1","3.4","2.1","1.8","5.7","4.8","9.1","5.3","11.2","7.0","9.3","5.1","52.2","9.6","210293","32651","248528","49270","(X)","(X)","31.1","(X)","(X)","(X)","1224","302","0.0","3.0","0.7","1.3","3.2","3.4","3.7","4.0","2.3","2.0","4.2","5.2","1.2","1.8","12.9","8.1","11.0","6.2","60.8","11.7","234688","38932","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3080","366","7.0","3.3","5.1","3.6","6.9","4.2","2.9","1.9","10.8","6.5","4.4","3.0","10.7","4.6","15.6","4.5","12.5","5.0","24.1","5.3","108627","28400","159836","21535","(X)","(X)","(X)","(X)","23.1","(X)",
"860Z200US10019","ZCTA5 10019","26403","1441","7.3","2.0","4.5","1.9","9.8","3.0","4.6","1.7","8.1","2.8","6.4","1.4","8.2","2.0","13.5","2.8","9.0","2.0","28.6","3.1","105538","13099","179458","16485","29.7","(X)","(X)","(X)","(X)","(X)","7744","885","2.0","1.6","1.4","1.5","4.3","2.7","5.7","3.9","6.9","3.0","4.4","2.6","7.3","3.3","11.1","4.1","11.2","3.2","45.6","6.3","184531","36441","288975","41553","(X)","(X)","33.5","(X)","(X)","(X)","5868","809","0.5","0.8","1.2","1.6","3.3","2.1","3.7","3.6","6.2","3.5","2.9","2.3","5.0","2.4","10.9","4.9","13.4","4.4","52.9","7.9","210426","28967","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18659","1475","9.5","2.7","5.8","2.6","12.1","4.0","4.1","1.9","8.6","3.6","7.5","1.9","8.3","2.6","14.5","3.2","8.2","2.5","21.5","3.5","81086","13085","133340","13318","(X)","(X)","(X)","(X)","28.0","(X)",
"860Z200US10020","ZCTA5 10020","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US10021","ZCTA5 10021","21312","1376","4.2","1.9","1.1","0.6","3.7","1.6","2.9","1.4","4.0","2.1","13.8","2.5","10.0","2.2","14.7","3.4","11.3","2.4","34.4","3.7","136060","15170","240154","18930","42.8","(X)","(X)","(X)","(X)","(X)","10086","1026","0.4","0.5","0.6","0.7","0.4","0.5","0.8","0.9","2.3","1.5","10.5","3.6","8.1","3.6","10.2","3.7","13.3","3.8","53.4","6.3","237661","40908","357578","35618","(X)","(X)","44.4","(X)","(X)","(X)","9568","1015","0.4","0.5","0.3","0.4","0.0","0.4","0.9","1.0","1.4","1.1","10.1","3.4","7.5","3.7","10.3","3.8","14.0","3.9","55.0","6.5","241283","23882","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11226","1132","7.5","3.5","1.6","1.2","6.6","2.9","4.7","2.4","5.9","3.7","16.3","3.7","11.8","3.0","18.9","5.3","9.2","2.9","17.3","3.7","91744","13058","134114","14318","(X)","(X)","(X)","(X)","41.3","(X)",
"860Z200US10022","ZCTA5 10022","18294","1273","3.8","1.6","1.1","0.6","5.1","2.7","5.3","2.1","3.4","1.4","8.7","3.0","6.1","1.8","15.4","3.0","9.7","2.0","41.5","3.7","156255","13538","274674","25095","39.0","(X)","(X)","(X)","(X)","(X)","7668","989","0.1","0.1","0.9","0.8","5.1","5.9","2.0","1.7","1.4","2.0","6.7","4.6","2.4","1.7","12.1","5.2","6.4","2.7","62.9","6.5","250,000+","***","410353","49428","(X)","(X)","44.3","(X)","(X)","(X)","6680","935","0.1","0.1","1.0","1.0","4.8","6.6","0.6","1.1","1.6","2.3","3.8","2.3","1.8","1.1","12.7","6.0","6.6","3.1","67.0","7.3","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10626","769","6.4","2.6","1.3","0.8","5.0","2.4","7.8","3.6","4.8","2.0","10.1","3.6","8.8","2.7","18.0","3.6","11.9","2.8","25.9","4.6","111875","14650","176051","24094","(X)","(X)","(X)","(X)","35.2","(X)",
"860Z200US10023","ZCTA5 10023","35480","1705","4.3","1.1","4.5","1.5","4.1","1.1","3.7","1.1","4.9","1.3","9.1","2.0","9.0","1.6","14.9","2.3","10.0","2.0","35.5","2.8","136109","11196","230171","16262","36.9","(X)","(X)","(X)","(X)","(X)","14569","1231","0.6","0.6","1.5","1.0","2.2","1.2","3.0","1.4","3.8","2.2","5.6","2.9","5.8","2.0","10.4","2.6","11.0","3.0","56.1","4.4","223244","34608","337440","24961","(X)","(X)","44.0","(X)","(X)","(X)","11907","1087","0.1","0.2","1.7","1.1","1.1","1.0","1.6","0.8","1.2","0.8","3.5","2.4","5.9","2.2","10.0","3.1","11.9","3.4","63.1","4.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20911","1529","6.9","1.9","6.5","2.3","5.5","1.9","4.3","1.7","5.7","1.5","11.9","2.5","11.0","2.4","17.9","3.3","9.3","2.3","21.0","3.0","97806","11884","154961","19931","(X)","(X)","(X)","(X)","31.9","(X)",
"860Z200US10024","ZCTA5 10024","29475","1716","4.9","1.8","2.8","1.0","3.1","1.0","3.2","1.1","4.6","1.5","8.0","1.9","7.2","1.5","15.7","2.8","10.9","2.9","39.6","3.1","153177","17247","280261","20716","37.8","(X)","(X)","(X)","(X)","(X)","14457","1190","2.4","1.8","1.6","1.2","1.1","0.7","1.7","1.1","3.1","2.4","2.7","1.1","5.7","1.7","16.2","5.9","7.8","2.4","57.7","5.6","247351","29083","409878","42635","(X)","(X)","41.2","(X)","(X)","(X)","11925","1074","0.3","0.6","1.3","1.2","1.4","0.9","0.5","0.4","3.4","2.8","1.6","0.9","4.9","1.9","14.0","5.8","7.8","2.4","64.8","6.2","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15018","1631","7.6","3.0","3.9","1.9","5.3","1.9","4.7","1.9","6.0","2.1","12.9","3.7","8.7","2.4","18.0","3.4","11.1","3.7","21.8","3.3","101800","10173","150499","18424","(X)","(X)","(X)","(X)","31.4","(X)",
"860Z200US10025","ZCTA5 10025","41418","1507","8.9","1.7","3.3","1.0","6.8","1.3","5.6","1.5","6.0","1.1","9.0","1.4","9.3","1.8","14.2","1.6","8.1","1.6","28.7","2.3","103440","6815","187489","14718","33.3","(X)","(X)","(X)","(X)","(X)","19577","1193","4.4","1.8","2.1","1.2","4.7","1.4","4.7","2.6","6.6","2.2","6.3","1.8","9.1","2.5","13.1","2.7","8.2","2.5","40.9","3.7","143672","24410","259820","25169","(X)","(X)","34.4","(X)","(X)","(X)","14224","1136","2.2","1.6","0.4","0.5","3.1","1.4","3.3","2.9","4.5","2.0","5.3","1.7","5.3","1.7","15.0","3.3","10.1","3.3","51.0","4.6","204071","30263","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21841","1383","13.1","2.5","4.4","1.5","9.3","2.2","6.0","1.7","5.9","1.4","11.4","2.0","10.3","2.4","15.0","2.1","7.9","1.9","16.7","2.8","74682","7433","118860","11689","(X)","(X)","(X)","(X)","31.0","(X)",
"860Z200US10026","ZCTA5 10026","15034","904","8.6","2.1","6.2","1.5","5.9","2.0","10.0","3.5","10.1","1.8","13.0","2.1","10.9","2.8","11.8","2.1","9.4","1.7","14.2","2.2","65038","6857","112171","9963","44.6","(X)","(X)","(X)","(X)","(X)","7472","534","6.7","2.8","3.3","1.6","6.5","2.7","10.4","3.3","11.3","3.0","12.8","3.8","7.2","2.5","13.0","3.3","9.8","2.2","19.0","3.2","68877","16011","133303","14812","(X)","(X)","50.6","(X)","(X)","(X)","3643","427","2.3","2.0","0.8","1.0","4.6","3.3","4.0","3.2","7.0","3.3","8.5","3.4","6.7","4.0","12.5","4.2","17.1","4.3","36.5","6.2","158278","18679","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7562","810","10.5","3.0","9.0","2.7","6.6","2.8","11.5","6.3","8.3","2.4","13.3","3.2","13.5","4.4","10.8","2.7","7.2","2.7","9.3","2.5","53967","8309","87890","10342","(X)","(X)","(X)","(X)","37.4","(X)",
"860Z200US10027","ZCTA5 10027","23638","970","12.6","2.2","7.0","1.3","8.8","1.8","5.3","1.2","11.2","1.8","13.7","2.0","9.8","1.6","12.2","2.2","6.1","1.1","13.2","1.7","58435","5213","103558","7349","42.3","(X)","(X)","(X)","(X)","(X)","11400","693","10.0","2.7","5.6","1.8","7.4","2.1","5.4","1.7","14.0","2.7","13.1","3.0","7.8","2.1","12.6","2.4","6.4","1.8","17.8","2.7","65311","6912","125379","12166","(X)","(X)","43.8","(X)","(X)","(X)","5365","548","3.8","2.1","0.6","0.7","1.8","1.7","3.3","2.3","9.2","2.8","11.8","4.0","9.5","3.0","16.2","3.7","8.4","2.4","35.5","4.2","128902","13152","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12238","1014","15.1","2.8","8.6","2.0","10.3","3.0","5.4","1.9","10.1","2.7","13.9","3.0","10.3","2.4","12.8","3.4","5.0","1.2","8.5","2.2","50681","9322","80158","8997","(X)","(X)","(X)","(X)","40.7","(X)",
"860Z200US10028","ZCTA5 10028","24790","1508","3.2","1.0","1.6","1.5","3.6","1.5","3.2","1.5","4.0","2.0","8.8","1.9","9.1","1.9","16.5","2.7","11.9","2.3","38.1","4.0","149789","11622","247394","20208","32.2","(X)","(X)","(X)","(X)","(X)","10877","1269","0.7","0.9","0.1","0.2","1.1","1.1","0.2","0.3","2.0","1.3","5.0","3.0","5.0","2.1","12.5","3.5","10.6","3.0","62.7","5.5","249848","18047","370411","32771","(X)","(X)","31.3","(X)","(X)","(X)","9478","1214","0.5","0.8","0.0","0.4","0.2","0.3","0.0","0.4","1.8","1.4","4.7","3.2","4.1","2.0","11.2","3.4","10.6","3.3","66.8","5.9","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13913","1032","5.1","1.8","2.9","2.6","5.5","2.4","5.6","2.6","5.4","3.3","11.8","2.7","12.3","2.9","19.6","3.9","12.9","3.4","18.8","4.0","105027","10800","151126","19972","(X)","(X)","(X)","(X)","32.9","(X)",
"860Z200US10029","ZCTA5 10029","33024","1374","18.9","2.8","10.1","1.9","13.0","1.9","8.8","1.5","9.9","1.4","13.6","1.8","8.1","1.3","6.8","1.2","4.4","0.8","6.5","1.1","33901","4162","70923","5522","56.1","(X)","(X)","(X)","(X)","(X)","16448","1243","15.9","5.3","4.8","1.3","14.1","2.7","10.7","2.3","11.2","2.6","15.5","2.9","7.0","1.8","7.5","1.9","4.9","1.5","8.4","1.9","41223","6808","85059","10481","(X)","(X)","58.5","(X)","(X)","(X)","6185","565","3.3","1.9","2.8","1.9","11.4","3.7","7.7","3.0","13.5","4.0","14.7","4.0","7.3","2.6","12.1","3.7","8.2","2.5","19.0","4.1","66692","12095","149320","21094","(X)","(X)","(X)","(X)","(X)","(X)","16576","981","22.2","2.6","15.5","3.3","12.5","2.5","7.0","1.9","8.3","1.5","11.2","2.2","8.9","1.7","6.1","1.5","3.9","1.0","4.3","1.1","24688","3982","55232","5212","(X)","(X)","(X)","(X)","53.1","(X)",
"860Z200US10030","ZCTA5 10030","13111","598","12.7","2.9","10.5","2.5","12.9","2.4","8.8","2.5","9.7","2.2","14.2","3.2","9.9","3.5","10.0","2.3","3.9","1.3","7.5","1.8","42834","6415","76965","8205","42.8","(X)","(X)","(X)","(X)","(X)","6116","499","7.4","3.1","4.6","2.8","13.4","3.3","9.0","3.7","12.7","3.9","17.4","4.3","9.1","2.7","12.1","4.0","3.1","2.1","11.3","3.1","54864","7527","96147","12897","(X)","(X)","49.2","(X)","(X)","(X)","2262","386","2.3","2.3","1.4","2.2","9.2","5.1","6.0","4.5","10.0","5.0","20.0","7.5","10.8","5.0","13.2","6.7","7.7","5.1","19.5","6.2","77177","21582","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6995","580","17.7","4.6","15.6","4.2","12.6","3.3","8.9","3.8","7.3","2.8","10.9","4.1","11.9","6.1","7.5","2.3","4.1","1.5","3.6","1.8","30079","5770","57004","9133","(X)","(X)","(X)","(X)","35.2","(X)",
"860Z200US10031","ZCTA5 10031","21473","938","9.1","1.8","7.7","1.7","10.5","1.5","8.4","2.0","10.0","1.8","13.8","2.2","10.8","1.7","13.2","2.2","8.0","1.8","8.6","1.4","57180","4302","85279","5555","43.6","(X)","(X)","(X)","(X)","(X)","10802","959","5.2","2.2","8.0","2.8","12.5","2.6","10.3","3.8","9.7","2.7","14.1","3.8","10.9","2.8","12.8","3.2","7.4","2.7","9.1","2.0","57368","8766","86136","8039","(X)","(X)","47.8","(X)","(X)","(X)","5548","698","1.9","1.8","9.5","4.6","7.7","2.7","7.2","2.8","5.6","3.0","15.4","5.2","12.0","4.0","15.9","5.2","10.5","4.2","14.3","4.0","80561","8822","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10671","610","14.1","2.8","6.5","1.8","9.6","2.5","7.4","2.3","10.4","2.5","13.8","2.6","10.8","2.6","11.4","2.4","8.2","2.3","7.6","2.1","54385","5591","80534","6792","(X)","(X)","(X)","(X)","37.4","(X)",
"860Z200US10032","ZCTA5 10032","21959","1011","8.6","1.8","8.3","2.1","8.7","1.7","8.9","2.1","12.2","2.9","18.1","2.6","11.0","2.0","14.2","2.0","5.3","1.5","4.7","1.2","55059","4503","74843","6599","47.3","(X)","(X)","(X)","(X)","(X)","10350","668","7.9","2.3","4.3","2.1","7.3","2.0","10.4","3.3","11.9","3.4","21.4","4.4","11.4","2.7","12.5","2.8","7.1","2.4","5.8","2.1","57273","3789","83339","13192","(X)","(X)","56.8","(X)","(X)","(X)","4179","500","4.1","2.4","3.9","2.9","2.8","1.8","7.0","3.8","9.6","4.5","21.5","5.9","13.9","4.5","14.4","4.4","9.9","3.9","12.9","5.0","76723","15924","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11609","1066","10.7","3.0","11.6","3.5","10.0","2.8","8.9","3.3","12.6","4.8","16.2","3.9","10.3","2.2","13.7","2.9","3.5","1.6","2.4","1.3","46207","3705","61859","5679","(X)","(X)","(X)","(X)","38.0","(X)",
"860Z200US10033","ZCTA5 10033","20079","1003","8.0","1.6","5.2","1.5","7.4","1.6","7.2","1.9","8.1","1.6","16.3","2.4","13.6","2.1","17.6","2.5","7.5","1.5","9.1","2.3","71630","4146","107765","27986","45.5","(X)","(X)","(X)","(X)","(X)","11699","904","4.5","2.0","3.6","1.7","6.5","1.9","7.2","2.3","8.8","2.3","19.4","3.4","12.9","2.9","19.8","3.9","6.2","1.6","10.9","4.3","74885","7104","128640","48340","(X)","(X)","51.9","(X)","(X)","(X)","5695","753","1.2","1.0","1.7","1.5","4.5","2.1","4.4","2.3","8.4","3.6","13.0","4.1","15.0","4.4","20.3","5.3","9.6","2.8","22.1","7.9","104792","17427","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8380","717","13.7","3.2","7.8","2.6","10.0","2.8","7.0","3.1","7.1","2.4","14.4","3.2","13.5","3.5","15.8","3.6","6.1","1.6","4.7","2.4","57603","7187","70572","6218","(X)","(X)","(X)","(X)","35.6","(X)",
"860Z200US10034","ZCTA5 10034","15763","685","7.3","2.1","7.6","1.6","8.8","1.8","6.2","1.8","10.0","2.5","17.3","2.8","14.7","2.7","14.5","2.2","8.1","1.9","5.6","1.1","63851","3370","81250","4471","42.5","(X)","(X)","(X)","(X)","(X)","8858","690","5.3","2.2","2.7","1.6","8.6","2.6","8.8","2.9","9.6","3.1","15.8","3.5","14.7","3.7","17.0","3.2","10.3","3.0","7.3","1.9","71179","13060","90077","6475","(X)","(X)","48.5","(X)","(X)","(X)","4655","538","3.3","2.0","0.3","0.6","5.6","3.2","3.9","2.0","7.8","3.4","14.7","4.8","13.0","4.7","21.4","4.3","16.7","4.9","13.1","3.5","101158","10333","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6905","582","9.8","3.3","13.8","2.9","9.3","2.9","5.2","2.0","10.8","3.9","18.8","4.5","13.9","4.0","11.2","2.8","4.3","1.7","2.8","1.3","50744","7625","65612","7034","(X)","(X)","(X)","(X)","33.0","(X)",
"860Z200US10035","ZCTA5 10035","14350","731","22.2","3.4","11.9","2.6","11.2","2.3","6.2","1.4","9.4","2.3","9.6","2.2","9.0","2.0","8.8","2.0","5.5","1.8","6.1","1.6","32555","5945","66588","7501","54.4","(X)","(X)","(X)","(X)","(X)","6324","630","14.1","4.6","7.5","2.4","10.5","3.1","7.6","2.6","13.4","3.7","9.4","3.0","9.8","3.2","11.7","3.5","8.1","2.7","7.9","2.9","45333","8402","87629","15198","(X)","(X)","60.9","(X)","(X)","(X)","2476","421","2.2","1.6","4.3","3.1","9.1","6.1","8.3","5.5","11.3","5.9","7.3","4.8","8.8","5.0","18.8","6.5","10.7","4.7","19.1","6.8","92130","24121","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8026","667","29.3","5.1","16.7","3.9","12.0","3.2","4.6","1.5","6.4","2.5","9.7","3.2","7.9","2.3","6.5","2.2","3.6","2.1","3.3","1.7","17454","2895","45075","5076","(X)","(X)","(X)","(X)","48.2","(X)",
"860Z200US10036","ZCTA5 10036","18598","1015","7.4","1.9","3.2","1.0","7.5","3.1","7.0","2.1","8.3","2.3","9.7","3.1","7.6","1.9","17.3","3.2","11.5","2.5","20.5","3.3","98177","10754","138231","11790","22.7","(X)","(X)","(X)","(X)","(X)","4958","924","0.5","0.9","1.1","1.1","9.8","9.3","5.8","3.5","5.7","3.8","8.5","4.9","10.6","4.6","8.2","3.5","16.2","5.5","33.5","8.1","131771","57323","203949","42206","(X)","(X)","27.8","(X)","(X)","(X)","3443","687","0.7","1.3","1.6","1.6","1.6","1.6","4.8","4.3","1.9","2.0","6.8","5.8","7.1","4.4","10.4","4.5","21.1","7.1","44.0","9.2","179821","22928","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13640","1037","9.9","2.4","3.9","1.3","7.0","2.2","7.5","2.4","8.9","2.8","10.1","3.7","7.2","2.3","20.3","4.3","9.5","2.6","15.8","3.5","83882","15985","113667","9072","(X)","(X)","(X)","(X)","20.8","(X)",
